"custom_rate","code","duty_free_tl","name","category_id:id","id"
"3.673","420600","0.0","Articles of gut, goldbeater's skin, bladders or tendons (excl. silkworm gut, sterile catgut, other sterile surgical suture material and strings for musical instruments)","categ_4206","hs_code_420600"
"3.673","430110","0.0","Raw furskins of mink, whole, with or without heads, tails or paws","categ_4301","hs_code_430110"
"3.673","430130","0.0","Raw furskins of the following types of lamb: Astrakhan, Caracul, Persian, Broadtail and similar, and Indian, Chinese, Mongolian or Tibetan, whole, with or without heads, tails or paws","categ_4301","hs_code_430130"
"3.673","430160","0.0","Raw furskins of fox, with or without heads, tails or paws","categ_4301","hs_code_430160"
"3.673","430180","0.0","Raw furskins, whole, with or without heads, tails or paws (excl. those of mink, lamb - Astrachan, Caracul, Persian, Broadtail and similar, and Indian, Chinese, Mongolian or Tibetan - and fox)","categ_4301","hs_code_430180"
"3.673","430190","0.0","Heads, tails, paws and other pieces or cuttings of furskins suitable for use in furriery","categ_4301","hs_code_430190"
"3.673","430211","0.0","Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled","categ_4302","hs_code_430211"
"3.673","430219","0.0","Tanned or dressed furskins, whole, with or without heads, tails or paws, not assembled (excl. those of mink, Astrachan, Caracul, Persian, Broadtail or similar lamb, and Indian, Chinese, Mongolian or Tibetan lamb)","categ_4302","hs_code_430219"
"3.673","430220","0.0","Heads, tails, paws and other pieces or cuttings of tanned or dressed furskins, not assembled","categ_4302","hs_code_430220"
"3.673","430230","0.0","Tanned or dressed whole furskins and pieces or cuttings thereof, assembled, without the addition of other materials (excl. clothing, clothing accessories and other furskin articles)","categ_4302","hs_code_430230"
"3.673","430310","0.0","Articles of apparel and clothing accessories of furskin (excl. gloves made of leather and furskin, footware and headgear and parts thereof)","categ_4303","hs_code_430310"
"3.673","430390","0.0","Articles of furskin (excl. articles of apparel, clothing accessories and goods of chapter 95, e.g. toys, games and sports equipment)","categ_4303","hs_code_430390"
"3.673","430400","0.0","Artificial fur and articles thereof (excl. gloves made of leather and artificial fur, footware and headgear and parts thereof, and goods of chapter 95, e.g. toys, games and sports equipment)","categ_4304","hs_code_430400"
"3.673","440110","100.0","Fuel wood, in logs, billets, twigs, faggots or similar forms","categ_4401","hs_code_440110"
"3.673","440121","0.0","Coniferous wood in chips or particles (excl. those of a kind used principally for dying or tanning purposes)","categ_4401","hs_code_440121"
"3.673","440122","0.0","Wood in chips or particles (excl. those of a kind used principally for dying or tanning purposes, and coniferous wood)","categ_4401","hs_code_440122"
"3.673","440131","0.0","Wood pellets","categ_4401","hs_code_440131"
"3.673","440139","0.0","Sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes or similar forms (excl. pellets)","categ_4401","hs_code_440139"
"3.673","440210","100.0","Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excl. used as a medicament, mixed with incense, activated bamboo charcoal and in the form of crayons)","categ_4402","hs_code_440210"
"3.673","440290","100.0","Wood charcoal, incl. shell or nut charcoal, whether or not agglomerated (excl. bamboo charcoal, wood charcoal used as a medicament, charcoal mixed with incense, activated charcoal and charcoal in the form of crayons)","categ_4402","hs_code_440290"
"3.673","440310","0.0","Wood in the rough, treated with paint, stains, creosote or other preservatives (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.)","categ_4403","hs_code_440310"
"3.673","440320","0.0","Coniferous wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)","categ_4403","hs_code_440320"
"3.673","440341","0.0","Dark red meranti, light red meranti and meranti bakau wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)","categ_4403","hs_code_440341"
"3.673","440349","0.0","Tropical wood specified in the Subheading Note 1 to this chapter in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. dark red meranti, light red meranti, meranti bakau; rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)","categ_4403","hs_code_440349"
"3.673","440391","0.0","Oak 'Quercus spp.' in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)","categ_4403","hs_code_440391"
"3.673","440392","0.0","Beech 'Fagus spp.' in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood in the form of railway sleepers; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives)","categ_4403","hs_code_440392"
"3.673","440399","0.0","Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. rough-cut wood for walking sticks, umbrellas, tool shafts and the like; wood cut into boards or beams, etc.; wood treated with paint, stains, creosote or other preservatives, coniferous wood in general, oak 'Quercus spp.', beech 'Fagus spp.' and tropical wood specified in Subheading Note 1 to this chapter)","categ_4403","hs_code_440399"
"3.673","440410","0.0","Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, suitable for the manufacture of walking sticks, umbrellas, tool handles or the like; chipwood and the like, of coniferous wood (excl. hoopwood sawn lengthwise and carved or notched at the ends; brushmounts, lasts)","categ_4404","hs_code_440410"
"3.673","440420","0.0","Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, suitable for the manufacture of walking sticks, umbrellas, tool handles and the like; chipwood and the like (excl. hoopwood sawn lengthwise and carved or notched at the ends; brushmounts, lasts; coniferous wood in general)","categ_4404","hs_code_440420"
"3.673","440500","0.0","Wood wool; wood flour 'wood powder able to pass through a fine', 0,63 mm mesh, sieve with a residue of <= 8% by weight","categ_4405","hs_code_440500"
"3.673","440610","0.0","Railway or tramway sleepers 'cross-ties' of wood, not impregnated","categ_4406","hs_code_440610"
"3.673","440690","0.0","Railway or tramway sleepers 'cross-ties' of wood, impregnated","categ_4406","hs_code_440690"
"3.673","440710","0.0","Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm","categ_4407","hs_code_440710"
"3.673","440721","0.0","Mahogany 'Swietenia spp.', sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm","categ_4407","hs_code_440721"
"3.673","440722","0.0","Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > 6 mm, sanded, or end-jointed, whether or not planed","categ_4407","hs_code_440722"
"3.673","440725","0.0","Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm","categ_4407","hs_code_440725"
"3.673","440726","0.0","White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm","categ_4407","hs_code_440726"
"3.673","440727","0.0","Sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm","categ_4407","hs_code_440727"
"3.673","440728","0.0","Iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm","categ_4407","hs_code_440728"
"3.673","440729","0.0","Tropical wood specified in Subheading Note 1 to this chapter, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm (excl. virola, mahogany 'Swietenia spp.', imbuia, balsa, dark red meranti, light red meranti, meranti bakau, white lauan, white meranti, white seraya, yellow meranti, alan, sapelli or iroko)","categ_4407","hs_code_440729"
"3.673","440791","0.0","Oak 'Quercus spp.', sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm","categ_4407","hs_code_440791"
"3.673","440792","0.0","Beech 'Fagus spp.', sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm","categ_4407","hs_code_440792"
"3.673","440793","0.0","Maple 'Acer spp.', sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm","categ_4407","hs_code_440793"
"3.673","440794","0.0","Cherry 'Prunus spp.', sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm","categ_4407","hs_code_440794"
"3.673","440795","0.0","Ash 'Fraxinus spp.', sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm","categ_4407","hs_code_440795"
"3.673","440799","0.0","Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm (excl. tropical wood specified in Subheading Note 1 to this chapter, coniferous wood, oak 'Quercus spp.', beech 'Fagus spp.', maple 'Acer spp.', cherry 'Prunus spp.' and ash 'Fraxinus spp.')","categ_4407","hs_code_440799"
"3.673","440810","0.0","Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood or for other similar laminated coniferous wood and other coniferous wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness of <= 6 mm","categ_4408","hs_code_440810"
"3.673","440831","0.0","Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness of <= 6 mm, of dark red meranti, light red meranti and meranti bakau","categ_4408","hs_code_440831"
"3.673","440839","0.0","Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness of <= 6 mm, of tropical wood specified in Subheading Note 1 to this chapter (excl. dark red meranti, light red meranti and meranti bakau)","categ_4408","hs_code_440839"
"3.673","440890","0.0","Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, spliced or end-jointed, of a thickness of <= 6 mm (excl. tropical wood specified in Subheading Note 2 to this chapter and coniferous wood)","categ_4408","hs_code_440890"
"3.673","440910","0.0","Coniferous wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped 'tongued, grooved, rebated, chamfered, V-jointed beaded, moulded, rounded or the like' along any of its edges, ends or faces, whether or not planed, sanded or end-jointed","categ_4409","hs_code_440910"
"3.673","440921","0.0","Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped 'tongued, grooved, rebated, chamfered, V-jointed beaded, moulded, rounded or the like' along any of its edges, ends or faces, whether or not planed, sanded or end-jointed","categ_4409","hs_code_440921"
"3.673","440929","0.0","Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped 'tongued, grooved, rebated, chamfered, V-jointed beaded, moulded, rounded or the like' along any of its edges, ends or faces, whether or not planed, sanded or end-jointed (excl. coniferous wood and bamboo)","categ_4409","hs_code_440929"
"3.673","441011","0.0","Particle board of wood, whether or not agglomerated with resins or other organic binding substances (excl. oriented strand board and waferboard, fibreboard and cellular wood panels)","categ_4410","hs_code_441011"
"3.673","441012","0.0","Oriented strand board 'OSB', of wood","categ_4410","hs_code_441012"
"3.673","441019","0.0","Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic binding substances (excl. particle board, oriented strand board, fibreboard and cellular wood panels)","categ_4410","hs_code_441019"
"3.673","441090","0.0","Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or not agglomerated with resins or other organic binding substances (excl. of wood, and fibreboard, cellular wood panels, veneered panels, panels of ligneous materials agglomerated with cement, plaster or other mineral binders)","categ_4410","hs_code_441090"
"3.673","441112","0.0","Medium density fibreboard 'MDF' of wood, of a thickness <= 5 mm","categ_4411","hs_code_441112"
"3.673","441113","0.0","Medium density fibreboard 'MDF' of wood, of a thickness > 5 mm but <= 9 mm","categ_4411","hs_code_441113"
"3.673","441114","0.0","Medium density fibreboard 'MDF' of wood, of a thickness > 9 mm","categ_4411","hs_code_441114"
"3.673","441192","0.0","Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or other organic bonding agents, of a density of > 0,8 g/cm³ (excl. medium density fibreboard 'MDF'; particle board, whether or not bonded with one or more sheets of fibreboard; laminated wood with a layer of plywood; cellular wood panels of which both sides are fibreboard; paperboard; identifiable furniture components)","categ_4411","hs_code_441192"
"3.673","441193","0.0","Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or other organic bonding agents, of a density of > 0,5 g to 0,8 g/cm³ (excl. medium density fibreboard 'MDF'; particle board, whether or not bonded with one or more sheets of fibreboard; laminated wood with a layer of plywood; cellular wood panels of which both sides are fibreboard; paperboard; identifiable furniture components)","categ_4411","hs_code_441193"
"3.673","441194","0.0","Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or other organic bonding agents, of a density of <= 0,5 g/cm³ (excl. medium density fibreboard 'MDF'; particle board, whether or not bonded with one or more sheets of fibreboard; laminated wood with a layer of plywood; cellular wood panels of which both sides are fibreboard; paperboard; identifiable furniture components)","categ_4411","hs_code_441194"
"3.673","441210","0.0","Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board and without blockboard, laminboard or battenboard (excl. sheets of compressed wood, cellular wood panels, parquet panels or sheets, inlaid wood and sheets identifiable as furniture components)","categ_4412","hs_code_441210"
"3.673","441231","0.0","Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical wood specified in Subheading Note 1 to this chapter (excl. sheets of compressed wood, cellular wood panels, inlaid wood and sheets identifiable as furniture components)","categ_4412","hs_code_441231"
"3.673","441232","0.0","Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous wood or other tropical wood than specified in Subheading Note 1 to this chapter (excl. of bamboo, and sheets of compressed wood, cellular wood panels, inlaid wood and sheets identifiable as furniture components)","categ_4412","hs_code_441232"
"3.673","441239","0.0","Plywood consisting solely of sheets of wood <= 6 mm thick (excl. of bamboo, plywood of subheadings 4412.31 and 4412.32; sheets of compressed wood, cellular wood panels, inlaid wood and sheets identifiable as furniture components)","categ_4412","hs_code_441239"
"3.673","441294","0.0","Laminated wood as blockboard, laminboard or battenboard (excl. of bamboo, plywood consisting solely of sheets of wood <= 6 mm thick, sheets of compressed wood, inlaid wood and sheets identifiable as furniture components)","categ_4412","hs_code_441294"
"3.673","441299","0.0","Laminated wood without blockboard, laminboard or battenboard (excl. of bamboo, plywood consisting solely of sheets of wood <= 6 mm thick, sheets of compressed wood, cellular wood panels, inlaid wood and sheets identifiable as furniture components)","categ_4412","hs_code_441299"
"3.673","441300","0.0","Metallised wood and other densified wood in blocks, plates, strips or profile shapes","categ_4413","hs_code_441300"
"3.673","441400","0.0","Wooden frames for paintings, photographs, mirrors or similar objects","categ_4414","hs_code_441400"
"3.673","441510","0.0","Cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood","categ_4415","hs_code_441510"
"3.673","441520","0.0","Pallets, box pallets and other load boards, of wood; pallet collars of wood (excl. containers specially designed and equipped for one or more modes of transport)","categ_4415","hs_code_441520"
"3.673","441600","0.0","Casks, barrels, vats, tubs and other coopers' products parts thereof, of wood, incl. staves","categ_4416","hs_code_441600"
"3.673","441700","0.0","Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe lasts and shoetrees, of wood (excl. forms used in the manufacture of hats, forms of heading 8480, other machines and machine components, of wood)","categ_4417","hs_code_441700"
"3.673","441810","0.0","Windows, French windows and their frames, of wood","categ_4418","hs_code_441810"
"3.673","441820","0.0","Doors and their frames and thresholds, of wood","categ_4418","hs_code_441820"
"3.673","441840","0.0","Wooden shuttering for concrete constructional work (excl. plywood boarding)","categ_4418","hs_code_441840"
"3.673","441850","0.0","Shingles and shakes, of wood","categ_4418","hs_code_441850"
"3.673","441860","0.0","Posts and beams, of wood","categ_4418","hs_code_441860"
"3.673","441871","0.0","Flooring panels for mosaic floors, assembled, of wood","categ_4418","hs_code_441871"
"3.673","441872","0.0","Flooring panels, multilayer, assembled, of wood (excl. for mosaic floors)","categ_4418","hs_code_441872"
"3.673","441879","0.0","Flooring panels, assembled, of wood (excl. multilayer panels and flooring panels for mosaic floors)","categ_4418","hs_code_441879"
"3.673","441890","0.0","Builders' joinery and carpentry, of wood, incl. cellular wood panels (excl. windows, French windows and their frames, doors and their frames and thresholds, posts and beams, assembled flooring panels, wooden shuttering for concrete constructional work, shingles, shakes and prefabricated buildings)","categ_4418","hs_code_441890"
"3.673","441900","0.0","Tableware and kitchenware, of wood (excl. interior fittings, ornaments, cooperage products, tableware and kitchenware components of wood, brushes, brooms and hand sieves)","categ_4419","hs_code_441900"
"3.673","442010","0.0","Statuettes and other ornaments, of wood (excl. wood marquetry and inlaid wood)","categ_4420","hs_code_442010"
"3.673","442090","0.0","Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, of wood; wooden articles of furniture (excl. statuettes and other ornaments; furniture, lighting fixtures and parts thereof)","categ_4420","hs_code_442090"
"3.673","442110","0.0","Clothes hangers of wood","categ_4421","hs_code_442110"
"3.673","442190","0.0","Other articles of wood, n.e.s.","categ_4421","hs_code_442190"
"3.673","450110","0.0","Natural cork, raw or simply prepared 'merely surface-worked or otherwise cleaned'","categ_4501","hs_code_450110"
"3.673","450190","0.0","Cork waste; crushed, powdered or ground cork","categ_4501","hs_code_450190"
"3.673","450200","0.0","Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets or strip, incl. sharp-edged blanks for corks or stoppers","categ_4502","hs_code_450200"
"3.673","450310","0.0","Corks and stoppers of all types, of natural cork, incl. round-edged blanks","categ_4503","hs_code_450310"
"3.673","450390","0.0","Articles of natural cork (excl. cork in square or rectangular blocks, plates, sheets or strips; corks, stoppers and cork blanks; footware and parts thereof; insoles, whether or not removable; headgear and parts thereof; plugs and dividers for shotgun cartridges; toys, games and sports equipment and parts thereof)","categ_4503","hs_code_450390"
"3.673","450410","0.0","Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated cork","categ_4504","hs_code_450410"
"3.673","450490","0.0","Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excl. footware and parts thereof; insoles, whether or not removable; headgear and parts thereof; plugs and dividers for shotgun cartridges; toys, games and sports equipment and parts thereof; blocks, plates, sheets or strips; tiles of any shape; solid cylinders, incl. discs)","categ_4504","hs_code_450490"
"3.673","460121","0.0","Mats, matting and screens of bamboo plaiting materials, flat-woven or bound together in parallel","categ_4601","hs_code_460121"
"3.673","460122","0.0","Mats, matting and screens, of rattan plaiting materials, flat-woven or bound together in parallel","categ_4601","hs_code_460122"
"3.673","460129","0.0","Mats, matting and screens, of vegetable plaiting materials, flat-woven or bound together in parallel (excl. of bamboo and rattan)","categ_4601","hs_code_460129"
"3.673","460192","0.0","Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; plaiting materials, plaits and similar products of bamboo, flat-woven or bound together in parallel (excl. mats, matting and screens; wallcoverings of heading 4814; parts of footware or headgear)","categ_4601","hs_code_460192"
"3.673","460193","0.0","Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; plaiting materials, plaits and similar products of rattan, flat-woven or bound together in parallel (excl. mats, matting and screens; wallcoverings of heading 4814; parts of footware or headgear)","categ_4601","hs_code_460193"
"3.673","460194","0.0","Plaits and similar products of vegetable plaiting materials, whether or not assembled into strips; plaiting materials, plaits and similar products of vegetable plaiting materials, flat-woven or bound together in parallel (excl. of bamboo and rattan; mats, matting and screens; wallcoverings of heading 4814; parts of footware or headgear)","categ_4601","hs_code_460194"
"3.673","460199","0.0","Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven or bound together in parallel (excl. wallcoverings of heading 4814; parts of footware or headgear)","categ_4601","hs_code_460199"
"3.673","460211","0.0","Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials or made up from goods of bamboo plaiting materials of heading 4601, and articles of loofah (excl. wallcoverings of heading 4814; twine, cord and rope; footware and headgear and parts thereof; vehicles and vehicle superstructures; goods of chapter 94, e.g. furniture, lighting fixtures)","categ_4602","hs_code_460211"
"3.673","460212","0.0","Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials or made up from goods of rattan plaiting materials of heading 4601, and articles of loofah (excl. wallcoverings of heading 4814; twine, cord and rope; footware and headgear and parts thereof; vehicles and vehicle superstructures; goods of chapter 94, e.g. furniture, lighting fixtures)","categ_4602","hs_code_460212"
"3.673","460219","0.0","Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials or made up from goods of vegetable plaiting materials of heading 4601, and articles of loofah (excl. of bamboo and rattan; wallcoverings of heading 4814; twine, cord and rope; footware and headgear and parts thereof; vehicles and vehicle superstructures; goods of chapter 94, e.g. furniture, lighting fixtures)","categ_4602","hs_code_460219"
"3.673","460290","0.0","Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting materials or made up from goods of non-vegetable plaiting materials of heading 4601 (excl. wallcoverings of heading 4814; twine, cord and rope; footware and headgear and parts thereof; vehicles and vehicle superstructures; goods of chapter 94, e.g. furniture, lighting fixtures)","categ_4602","hs_code_460290"
"3.673","470100","0.0","Mechanical wood pulp, not chemically treated","categ_4701","hs_code_470100"
"3.673","470200","0.0","Chemical wood pulp, dissolving grades","categ_4702","hs_code_470200"
"3.673","470311","0.0","Unbleached coniferous chemical wood pulp, soda or sulphate (excl. dissolving grades)","categ_4703","hs_code_470311"
"3.673","470319","0.0","Unbleached non-coniferous chemical wood pulp, soda or sulphate (excl. dissolving grades)","categ_4703","hs_code_470319"
"3.673","470321","0.0","Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excl. dissolving grades)","categ_4703","hs_code_470321"
"3.673","470329","0.0","Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excl. dissolving grades)","categ_4703","hs_code_470329"
"3.673","470411","0.0","Unbleached coniferous chemical wood pulp, sulphite (excl. dissolving grades)","categ_4704","hs_code_470411"
"3.673","470419","0.0","Unbleached non-coniferous chemical wood pulp, sulphite (excl. dissolving grades)","categ_4704","hs_code_470419"
"3.673","470421","0.0","Semi-bleached or bleached coniferous chemical wood pulp, sulphite (excl. dissolving grades)","categ_4704","hs_code_470421"
"3.673","470429","0.0","Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excl. dissolving grades)","categ_4704","hs_code_470429"
"3.673","470500","0.0","Wood pulp obtained by a combination of mechanical and chemical pulping processes","categ_4705","hs_code_470500"
"3.673","470610","0.0","Pulp of cotton linters","categ_4706","hs_code_470610"
"3.673","470620","0.0","Pulps of fibres derived from recovered 'waste and scrap' paper or paperboard","categ_4706","hs_code_470620"
"3.673","470630","0.0","Pulps of fibrous cellulosic bamboo material","categ_4706","hs_code_470630"
"3.673","470691","0.0","Mechanical pulp of fibrous cellulosic material (excl. that of bamboo, wood, cotton linters and fibres derived from recovered [waste and scrap] paper or paperboard)","categ_4706","hs_code_470691"
"3.673","470692","0.0","Chemical pulp of fibrous cellulosic material (excl. that of bamboo, wood, cotton linters and fibres derived from recovered [waste and scrap] paper or paperboard)","categ_4706","hs_code_470692"
"3.673","470693","0.0","Semi-chemical pulp of fibrous cellulosic material (excl. that of bamboo, wood, cotton linters and fibres derived from recovered [waste and scrap] paper or paperboard)","categ_4706","hs_code_470693"
"3.673","470710","0.0","Recovered 'waste and scrap' paper or paperboard of unbleached kraft paper, corrugated paper or corrugated paperboard","categ_4707","hs_code_470710"
"3.673","470720","0.0","Recovered 'waste and scrap' paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass","categ_4707","hs_code_470720"
"3.673","470730","0.0","Recovered 'waste and scrap' paper or paperboard made mainly of mechanical pulp, e.g. newspapers, journals and similar printed matter","categ_4707","hs_code_470730"
"3.673","470790","0.0","Recovered 'waste and scrap' paper or paperboard, incl. unsorted waste and scrap (excl. waste and scrap of unbleached kraft paper or kraft paperboard, or of corrugated paper or corrugated paperboard, that of paper or paperboard made mainly of bleached chemical pulp not colured in the mass, that of paper or paperboard made mainly of mechanical pulp, and paper wool)","categ_4707","hs_code_470790"
"3.673","480100","0.0","Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or rectangular sheets with one side > 36 cm and the other side > 15 cm in the unfolded state","categ_4801","hs_code_480100"
"3.673","480210","0.0","Handmade paper and paperboard of any size or shape","categ_4802","hs_code_480210"
"3.673","480220","0.0","Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive paper and paperboard, uncoated, in rolls or in square or rectangular sheets, of any size","categ_4802","hs_code_480220"
"3.673","480240","0.0","Wallpaper base, uncoated","categ_4802","hs_code_480240"
"3.673","480254","0.0","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in rolls or in square or rectangular sheets, of any size, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, weighing < 40 g/m², n.e.s.","categ_4802","hs_code_480254"
"3.673","480255","0.0","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in rolls of any size, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, and weighing 40 g to 150 g/m², n.e.s.","categ_4802","hs_code_480255"
"3.673","480256","0.0","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in square or rectangular sheets with one side <= 435 mm and the other side <= 297 mm in the unfolded state, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, and weighing 40 g to 150 g/m², n.e.s.","categ_4802","hs_code_480256"
"3.673","480257","0.0","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in square or rectangular sheets with one side > 435 mm or with one side <= 435 mm and the other side > 297 mm in the unfolded state, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, and weighing 40 g to 150 g/m², n.e.s.","categ_4802","hs_code_480257"
"3.673","480258","0.0","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in rolls or in square or rectangular sheets, of any size, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, weighing > 150 g/m², n.e.s.","categ_4802","hs_code_480258"
"3.673","480261","0.0","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in rolls of any size, of which > 10% by weight of the total fibre content consists of fibres obtained by a mechanical or chemi-mechanical process, n.e.s.","categ_4802","hs_code_480261"
"3.673","480262","0.0","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in square or rectangular sheets with one side <= 435 mm and the other side <= 297 mm in the unfolded state, of which > 10% by weight of the total fibre content consists of fibres obtained by a mechanical or chemi-mechanical process, n.e.s.","categ_4802","hs_code_480262"
"3.673","480269","0.0","Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in square or rectangular sheets with one side > 435 mm or with one side <= 435 mm and the other side > 297 mm in the unfolded state, of which > 10% by weight of the total fibre content consists of fibres obtained by a mechanical or chemi-mechanical process, n.e.s.","categ_4802","hs_code_480269"
